pid,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,PrgP,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CK,InSwingCK,OutSwingCK,StrCK,Cmp,PassesToOff,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,TO,SCASh,SCAFld,SCADef,GCA,GCA90,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,AerialLoss,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,Tkld,Tkld%,Carries,TotDist,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialWin%,AVGShotDistance,G+APer90,GoalsPer90,ShotsPer90,SoTPer90,SoT%Per90,Sh/90Per90,SoT/90Per90,G/ShPer90,G/SoTPer90,FKShotsPer90,PKPer90,PKsAttPer90,xGPer90,npxGPer90,npxG/ShPer90,G-xGPer90,npG-xGPer90,PassesCompletedPer90,PassesAttemptedPer90,TotCmp%Per90,TotalPassDistPer90,ProgPassDistPer90,ShortPassCmpPer90,ShortPassAttPer90,ShortPassCmp%Per90,MedPassCmpPer90,MedPassAttPer90,MedPassCmp%Per90,LongPassCmpPer90,LongPassAttPer90,LongPassCmp%Per90,AssistsPer90,xAGPer90,xAPer90,A-xAGPer90,KeyPassesPer90,Final1/3CmpPer90,PenAreaCmpPer90,CrsPenAreaCmpPer90,PrgPPer90,LivePassPer90,DeadPassPer90,FKPassesPer90,ThruBallsPer90,SwitchesPer90,CrsPer90,ThrowInPer90,CKPer90,InSwingCKPer90,OutSwingCKPer90,StrCKPer90,CmpPer90,PassesToOffPer90,PassesBlockedPer90,SCAPer90,SCA90Per90,SCAPassLivePer90,SCAPassDeadPer90,TOPer90,SCAShPer90,SCAFldPer90,SCADefPer90,GCAPer90,GCA90Per90,TklPer90,TklWinPossPer90,Def3rdTklPer90,Mid3rdTklPer90,Att3rdTklPer90,DrbTklPer90,DrbPastAttPer90,DrbTkl%Per90,AerialLossPer90,BlocksPer90,ShBlocksPer90,PassBlocksPer90,IntPer90,Tkl+IntPer90,ClrPer90,ErrPer90,TouchesPer90,DefPenTouchPer90,Def3rdTouchPer90,Mid3rdTouchPer90,Att3rdTouchPer90,AttPenTouchPer90,LiveTouchPer90,AttDrbPer90,SuccDrbPer90,DrbSucc%Per90,TkldPer90,Tkld%Per90,CarriesPer90,TotDistPer90,YellowsPer90,RedsPer90,Yellow2Per90,FlsPer90,FldPer90,OffPer90,PKwonPer90,PKconPer90,OGPer90,RecovPer90,AerialWinsPer90,AerialWin%Per90,AVGShotDistancePer90,90sPer90,AvgTeamPoss,OppTouches,TeamMins,TeamTouches90,pAdjTkl+IntPer90,pAdjClrPer90,pAdjShBlocksPer90,pAdjPassBlocksPer90,pAdjIntPer90,pAdjDrbTklPer90,pAdjTklWinPossPer90,pAdjAerialWinsPer90,pAdjAerialLossPer90,pAdjDrbPastAttPer90,TouchCentrality,Tkl+IntOppTouch,pAdjTouchesPer90,Main Position
1242,Juan Santos,br BRA,FW,São Paulo,Brasileirão,19,2002,2,0,56,1,1.61,1,1,100.0,1.61,1.61,1.0,1.0,0,0,0,0.3,0.3,0.31,0.7,0.7,10,12,83.3,100,15,7,7,100.0,2,3,66.7,0,0,0.0,0,0.0,0.0,0.0,1,0,1,0,1,12,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,1,1,0,0,0,0,24,1,3,7,14,1,24,4,2,50.0,2,50.0,14,85,0,0,0,2,1,3,0,0,0,1,0,0.0,11.3,1.6071428571428572,2.5875,1.6071428571428572,1.6071428571428572,160.71428571428572,2.5875,2.5875,1.6071428571428572,1.6071428571428572,0.0,0.0,0.0,0.4821428571428571,0.4821428571428571,0.4982142857142857,1.125,1.125,16.07142857142857,19.285714285714285,133.875,160.71428571428572,24.107142857142858,11.25,11.25,160.71428571428572,3.2142857142857144,4.821428571428571,107.19642857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6071428571428572,0.0,1.6071428571428572,0.0,1.6071428571428572,19.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.07142857142857,0.0,1.6071428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2142857142857144,1.6071428571428572,1.6071428571428572,0.0,0.0,0.0,0.0,38.57142857142857,1.6071428571428572,4.821428571428571,11.25,22.5,1.6071428571428572,38.57142857142857,6.428571428571429,3.2142857142857144,80.35714285714286,3.2142857142857144,80.35714285714286,22.5,136.60714285714286,0.0,0.0,0.0,3.2142857142857144,1.6071428571428572,4.821428571428571,0.0,0.0,0.0,1.6071428571428572,0.0,0.0,11.3,0.6222222222222222,55.5,19731,3420,616.2368421052631,0.0,0.0,1.8057784911717496,1.8057784911717496,0.0,0.0,0.0,0.0,0.0,0.0,6.2591889896839294,0.0,34.74903474903475,
1243,Juninho,br BRA,MF,América (MG),Brasileirão,35,1986,1,0,15,0,0.0,1,0,0.0,6.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.01,0.0,0.0,10,13,76.9,180,15,6,6,100.0,2,3,66.7,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,0,12,1,0,0,0,1,0,1,1,0,0,10,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,15,0,3,9,3,0,15,1,0,0.0,1,100.0,9,36,0,0,0,1,0,0,0,0,0,1,0,0.0,38.3,0.0,0.0,6.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,60.0,78.0,461.4,1080.0,90.0,36.0,36.0,600.0,12.0,18.0,400.2000000000001,12.0,24.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,6.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,18.0,54.0,18.0,0.0,90.0,6.0,0.0,0.0,6.0,600.0,54.0,216.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,38.3,0.1666666666666666,45.9,23019,3420,530.2105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.974389517569982,0.0,98.03921568627452,
1244,Juninho,br BRA,MF,América (MG),Brasileirão,34,1987,35,35,3105,11,0.14,27,13,48.1,0.78,0.38,0.19,0.38,0,0,0,4.6,4.6,0.17,0.4,0.4,856,1160,73.8,13811,5129,436,542,80.4,307,405,75.8,75,112,67.0,6,3.4,4.0,2.6,47,114,21,5,184,1097,60,33,3,1,29,26,1,0,1,0,856,3,28,95,2.76,84,0,4,3,1,3,9,0.26,45,28,20,17,8,19,39,48.7,20,46,14,32,31,76,34,0,1547,77,297,762,526,97,1547,76,40,52.6,30,39.5,817,4521,6,0,0,33,36,3,1,1,0,231,22,25.9,15.2,0.3188405797101449,0.0040579710144927,0.782608695652174,0.3768115942028985,1.3942028985507249,0.0226086956521739,0.0110144927536231,0.0055072463768115,0.0110144927536231,0.0,0.0,0.0,0.1333333333333333,0.1333333333333333,0.004927536231884,0.0115942028985507,0.0115942028985507,24.81159420289855,33.6231884057971,2.139130434782609,400.3188405797101,148.66666666666666,12.63768115942029,15.710144927536232,2.330434782608696,8.898550724637682,11.73913043478261,2.197101449275362,2.1739130434782608,3.246376811594203,1.9420289855072463,0.1739130434782608,0.0985507246376811,0.1159420289855072,0.0753623188405797,1.3623188405797102,3.3043478260869565,0.6086956521739131,0.144927536231884,5.333333333333333,31.797101449275363,1.7391304347826086,0.9565217391304348,0.0869565217391304,0.0289855072463768,0.8405797101449275,0.7536231884057971,0.0289855072463768,0.0,0.0289855072463768,0.0,24.81159420289855,0.0869565217391304,0.8115942028985508,2.753623188405797,0.0799999999999999,2.4347826086956523,0.0,0.1159420289855072,0.0869565217391304,0.0289855072463768,0.0869565217391304,0.2608695652173913,0.0075362318840579,1.3043478260869563,0.8115942028985508,0.5797101449275363,0.4927536231884058,0.2318840579710145,0.5507246376811594,1.1304347826086956,1.4115942028985509,0.5797101449275363,1.3333333333333333,0.4057971014492754,0.927536231884058,0.8985507246376812,2.2028985507246377,0.9855072463768116,0.0,44.84057971014493,2.231884057971014,8.608695652173912,22.08695652173913,15.246376811594205,2.8115942028985508,44.84057971014493,2.2028985507246377,1.1594202898550725,1.5246376811594202,0.8695652173913043,1.144927536231884,23.68115942028985,131.04347826086956,0.1739130434782608,0.0,0.0,0.9565217391304348,1.0434782608695652,0.0869565217391304,0.0289855072463768,0.0289855072463768,0.0,6.695652173913044,0.6376811594202898,0.7507246376811594,15.2,34.5,45.9,23019,3420,530.2105263157895,2.035950601409092,0.9108200058935412,0.3750435318385169,0.8572423584880388,0.8304535347852875,0.508987650352273,0.508987650352273,0.5893541214605267,0.5357764740550243,1.0447641244072972,8.457127402151615,2.1819404386168704,48.84594739667204,
1245,Juninho Capixaba,br BRA,DF,Fortaleza,Brasileirão,24,1997,34,32,2906,7,0.09,39,10,25.6,1.21,0.31,0.08,0.3,7,0,0,2.0,2.0,0.05,1.0,1.0,1254,1774,70.7,21464,9316,578,694,83.3,538,707,76.1,106,264,40.2,4,3.7,4.1,0.3,44,121,30,15,169,1387,377,55,1,7,157,270,51,28,20,0,1254,10,39,104,3.22,65,20,6,4,7,2,8,0.25,77,38,38,26,13,37,75,49.3,38,30,4,26,66,143,80,0,2220,109,573,1030,659,45,2220,86,40,46.5,35,40.7,1096,7110,8,0,0,61,67,1,0,0,0,223,88,62.4,21.3,0.2167928423950447,0.0027873365450791,1.2078458362009634,0.3097040605643495,0.792842395044735,0.0374741913282863,0.0096008258774948,0.0024776324845147,0.0092911218169304,0.2167928423950447,0.0,0.0,0.0619408121128699,0.0619408121128699,0.0015485203028217,0.0309704060564349,0.0309704060564349,38.83688919476944,54.94150034411562,2.189607708189952,664.74879559532,288.5203028217481,17.900894700619407,21.49346180316586,2.579834824501032,16.662078458362007,21.89607708189952,2.3568479008947003,3.2828630419821057,8.176187198898829,1.2450103234686856,0.1238816242257398,0.1145905024088093,0.1269786648313833,0.0092911218169304,1.3626978664831382,3.74741913282863,0.9291121816930488,0.4645560908465244,5.233998623537508,42.95595320027529,11.67584308327598,1.7033723331039228,0.0309704060564349,0.2167928423950447,4.862353750860288,8.36200963523744,1.5794907088781829,0.8671713695801788,0.6194081211286991,0.0,38.83688919476944,0.3097040605643495,1.2078458362009634,3.220922229869236,0.0997247075017205,2.0130763936682725,0.6194081211286991,0.1858224363386097,0.1238816242257398,0.2167928423950447,0.0619408121128699,0.2477632484514796,0.0077426015141087,2.384721266345492,1.1768754301445286,1.1768754301445286,0.805230557467309,0.4026152787336545,1.1459050240880937,2.322780454232622,1.5268410185822434,1.1768754301445286,0.9291121816930488,0.1238816242257398,0.805230557467309,2.044046799724707,4.428768066070199,2.477632484514797,0.0,68.7543014452856,3.3757742601514105,17.746042670337232,31.89951823812801,20.40949759119064,1.3936682725395733,68.7543014452856,2.663454920853406,1.2388162422573985,1.4401238816242257,1.0839642119752235,1.2604955264969029,33.943565037852714,220.19958706125257,0.2477632484514796,0.0,0.0,1.8891947694425328,2.0750172057811422,0.0309704060564349,0.0,0.0,0.0,6.906400550584996,2.7253957329662764,1.9325533379215407,21.3,32.28888888888889,45.2,22836,3420,511.4736842105263,4.040846775611496,2.2606135807616763,0.1130306790380837,0.7346994137475448,1.8650062041283824,1.0455337811022754,1.0455337811022754,2.486674938837844,1.073791450861796,2.1193252319640714,13.44239275015874,4.421786298230887,76.05564319168762,
1246,Jussa,br BRA,"MF,DF",Fortaleza,Brasileirão,25,1996,12,7,629,1,0.0,11,3,27.3,1.57,0.43,0.0,0.0,0,0,0,0.2,0.2,0.02,-0.2,-0.2,202,261,77.4,3343,1030,80,96,83.3,108,125,86.4,7,19,36.8,1,0.7,0.5,0.3,8,30,2,0,38,244,15,12,1,1,2,3,0,0,0,0,202,2,8,18,2.57,18,0,0,0,0,0,1,0.14,2,1,1,1,0,1,10,10.0,9,10,0,10,8,10,10,0,331,17,54,215,70,7,331,11,8,72.7,3,27.3,186,1278,1,0,0,16,0,1,0,1,2,39,9,50.0,25.7,0.1430842607313195,0.0,1.573926868044515,0.4292527821939587,3.906200317965024,0.2246422893481717,0.0615262321144674,0.0,0.0,0.0,0.0,0.0,0.0286168521462639,0.0286168521462639,0.0028616852146263,-0.0286168521462639,-0.0286168521462639,28.90302066772655,37.3449920508744,11.074721780604134,478.3306836248013,147.37678855325913,11.446740858505564,13.736089030206678,11.91891891891892,15.453100158982512,17.885532591414943,12.36248012718601,1.0015898251192368,2.718600953895072,5.265500794912559,0.1430842607313195,0.1001589825119236,0.0715421303656597,0.0429252782193958,1.1446740858505564,4.292527821939586,0.2861685214626391,0.0,5.437201907790144,34.91255961844197,2.146263910969793,1.7170111287758347,0.1430842607313195,0.1430842607313195,0.2861685214626391,0.4292527821939587,0.0,0.0,0.0,0.0,28.90302066772655,0.2861685214626391,1.1446740858505564,2.575516693163752,0.3677265500794912,2.575516693163752,0.0,0.0,0.0,0.0,0.0,0.1430842607313195,0.0200317965023847,0.2861685214626391,0.1430842607313195,0.1430842607313195,0.1430842607313195,0.0,0.1430842607313195,1.4308426073131957,1.4308426073131957,1.287758346581876,1.4308426073131957,0.0,1.4308426073131957,1.1446740858505564,1.4308426073131957,1.4308426073131957,0.0,47.36089030206677,2.4324324324324325,7.726550079491256,30.763116057233702,10.015898251192368,1.0015898251192368,47.36089030206677,1.573926868044515,1.1446740858505564,10.402225755166931,0.4292527821939587,3.906200317965024,26.61367249602544,182.8616852146264,0.1430842607313195,0.0,0.0,2.289348171701113,0.0,0.1430842607313195,0.0,0.1430842607313195,0.2861685214626391,5.580286168521463,1.287758346581876,7.154213036565977,25.7,6.988888888888889,45.2,22836,3420,511.4736842105263,1.305513327840507,1.305513327840507,0.0,1.305513327840507,1.0444106622724056,0.1305513327840506,0.1305513327840506,1.1749619950564565,1.1749619950564565,1.305513327840507,9.259692485483315,1.4285869437178516,52.390365378392445,
1247,Jô,br BRA,FW,Ceará,Brasileirão,34,1987,11,9,783,2,0.23,20,8,40.0,2.3,0.92,0.1,0.25,0,0,1,2.8,2.1,0.1,-0.8,-0.1,130,185,70.3,1565,251,82,112,73.2,34,43,79.1,4,7,57.1,0,1.0,0.9,-1.0,12,9,4,0,13,166,18,0,2,1,2,0,0,0,0,0,130,1,4,20,2.3,16,0,1,2,1,0,0,0.0,2,1,1,1,0,0,0,0.0,0,4,1,3,2,4,13,0,254,17,27,114,114,43,253,3,3,100.0,0,0.0,129,562,1,1,0,14,10,8,0,0,0,15,39,63.9,12.8,0.2298850574712644,0.0264367816091954,2.298850574712644,0.9195402298850576,4.597701149425288,0.264367816091954,0.1057471264367816,0.0114942528735632,0.028735632183908,0.0,0.0,0.1149425287356322,0.3218390804597701,0.2413793103448276,0.0114942528735632,-0.0919540229885057,-0.0114942528735632,14.942528735632186,21.264367816091955,8.080459770114944,179.8850574712644,28.85057471264368,9.42528735632184,12.873563218390805,8.413793103448278,3.9080459770114944,4.942528735632185,9.091954022988508,0.4597701149425288,0.8045977011494253,6.563218390804599,0.0,0.1149425287356322,0.1034482758620689,-0.1149425287356322,1.3793103448275863,1.0344827586206895,0.4597701149425288,0.0,1.4942528735632186,19.080459770114945,2.0689655172413794,0.0,0.2298850574712644,0.1149425287356322,0.2298850574712644,0.0,0.0,0.0,0.0,0.0,14.942528735632186,0.1149425287356322,0.4597701149425288,2.298850574712644,0.264367816091954,1.8390804597701151,0.0,0.1149425287356322,0.2298850574712644,0.1149425287356322,0.0,0.0,0.0,0.2298850574712644,0.1149425287356322,0.1149425287356322,0.1149425287356322,0.0,0.0,0.0,0.0,0.0,0.4597701149425288,0.1149425287356322,0.3448275862068966,0.2298850574712644,0.4597701149425288,1.4942528735632186,0.0,29.195402298850578,1.9540229885057472,3.1034482758620694,13.10344827586207,13.10344827586207,4.942528735632185,29.080459770114945,0.3448275862068966,0.3448275862068966,11.49425287356322,0.0,0.0,14.827586206896552,64.59770114942529,0.1149425287356322,0.1149425287356322,0.0,1.6091954022988506,1.149425287356322,0.9195402298850576,0.0,0.0,0.0,1.7241379310344829,4.482758620689656,7.344827586206897,12.8,8.7,50.9,20533,3420,544.5526315789474,0.4681976730575649,1.521642437437086,0.1170494182643912,0.3511482547931737,0.2340988365287824,0.0,0.0,4.564927312311258,0.0,0.0,5.361355469754612,0.510532246660968,28.679177110855186,
1248,Jô,br BRA,FW,Corinthians,Brasileirão,34,1987,4,1,194,1,0.46,3,3,100.0,1.39,1.39,0.33,0.33,0,0,0,0.7,0.7,0.22,0.3,0.3,41,53,77.4,535,119,21,28,75.0,13,16,81.3,2,2,100.0,0,0.0,0.3,0.0,2,3,4,1,7,51,1,0,0,0,1,0,0,0,0,0,41,1,0,8,3.71,4,0,1,1,2,0,1,0.46,1,1,0,0,1,0,2,0.0,2,1,0,1,1,2,7,0,74,7,10,31,33,6,74,1,1,100.0,0,0.0,35,100,1,0,0,4,5,1,0,0,0,4,13,61.9,7.2,0.4639175257731959,0.2134020618556701,1.3917525773195878,1.3917525773195878,46.39175257731959,0.6448453608247423,0.6448453608247423,0.1530927835051546,0.1530927835051546,0.0,0.0,0.0,0.3247422680412371,0.3247422680412371,0.1020618556701031,0.1391752577319587,0.1391752577319587,19.02061855670103,24.587628865979383,35.907216494845365,248.1958762886598,55.20618556701031,9.742268041237114,12.989690721649485,34.79381443298969,6.030927835051546,7.422680412371134,37.71649484536083,0.9278350515463918,0.9278350515463918,46.39175257731959,0.0,0.0,0.1391752577319587,0.0,0.9278350515463918,1.3917525773195878,1.855670103092784,0.4639175257731959,3.247422680412371,23.65979381443299,0.4639175257731959,0.0,0.0,0.0,0.4639175257731959,0.0,0.0,0.0,0.0,0.0,19.02061855670103,0.4639175257731959,0.0,3.711340206185567,1.7211340206185568,1.855670103092784,0.0,0.4639175257731959,0.4639175257731959,0.9278350515463918,0.0,0.4639175257731959,0.2134020618556701,0.4639175257731959,0.4639175257731959,0.0,0.0,0.4639175257731959,0.0,0.9278350515463918,0.0,0.9278350515463918,0.4639175257731959,0.0,0.4639175257731959,0.4639175257731959,0.9278350515463918,3.247422680412371,0.0,34.329896907216494,3.247422680412371,4.639175257731959,14.381443298969073,15.309278350515465,2.783505154639176,34.329896907216494,0.4639175257731959,0.4639175257731959,46.39175257731959,0.0,0.0,16.237113402061855,46.39175257731959,0.4639175257731959,0.0,0.0,1.855670103092784,2.31958762886598,0.4639175257731959,0.0,0.0,0.0,1.855670103092784,6.030927835051546,28.716494845360824,7.2,2.1555555555555554,50.9,20533,3420,544.5526315789474,0.9448422113507045,3.3069477397274656,0.0,0.4724211056753521,0.4724211056753521,0.0,0.0,6.1414743737795785,0.9448422113507045,0.9448422113507045,6.304238546727041,1.0302751266379844,33.722884977619344,
1249,Júnior Alonso,py PAR,DF,Atlético Mineiro,Brasileirão,28,1993,31,30,2598,2,0.0,12,1,8.3,0.42,0.03,0.0,0.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5,1872,2141,87.4,36147,12775,636,691,92.0,986,1081,91.2,222,312,71.2,2,2.4,1.5,-0.4,11,125,13,2,147,1992,144,47,0,12,7,21,0,0,0,0,1872,5,9,31,1.07,30,0,0,0,0,1,3,0.1,24,14,17,6,1,13,29,44.8,16,28,17,11,28,52,66,0,2320,271,1042,1150,138,37,2320,10,9,90.0,1,10.0,1378,6397,4,0,0,17,8,1,0,2,0,148,76,67.9,18.2,0.069284064665127,0.0,0.4157043879907621,0.0346420323325635,0.2875288683602771,0.0145496535796766,0.0010392609699769,0.0,0.0,0.0,0.0,0.0,0.0173210161662817,0.0173210161662817,0.0013856812933025,-0.0173210161662817,-0.0173210161662817,64.8498845265589,74.16859122401847,3.027713625866051,1252.2055427251732,442.55196304849886,22.03233256351039,23.937644341801384,3.187066974595843,34.15704387990762,37.44803695150115,3.159353348729792,7.690531177829099,10.808314087759817,2.466512702078522,0.069284064665127,0.0831408775981524,0.0519630484988452,-0.0138568129330254,0.3810623556581986,4.330254041570439,0.4503464203233256,0.069284064665127,5.092378752886836,69.00692840646651,4.988452655889145,1.628175519630485,0.0,0.4157043879907621,0.2424942263279445,0.7274826789838337,0.0,0.0,0.0,0.0,64.8498845265589,0.1732101616628175,0.3117782909930716,1.073903002309469,0.0370669745958429,1.039260969976905,0.0,0.0,0.0,0.0,0.0346420323325635,0.1039260969976905,0.0034642032332563,0.8314087759815242,0.4849884526558891,0.5889145496535797,0.207852193995381,0.0346420323325635,0.4503464203233256,1.0046189376443415,1.5519630484988451,0.5542725173210161,0.9699769053117784,0.5889145496535797,0.3810623556581986,0.9699769053117784,1.8013856812933025,2.286374133949192,0.0,80.36951501154735,9.38799076212471,36.096997690531175,39.83833718244804,4.780600461893765,1.28175519630485,80.36951501154735,0.3464203233256351,0.3117782909930716,3.117782909930716,0.0346420323325635,0.3464203233256351,47.73672055427252,221.6050808314088,0.138568129330254,0.0,0.0,0.5889145496535797,0.277136258660508,0.0346420323325635,0.0,0.069284064665127,0.0,5.1270207852194,2.6327944572748265,2.3521939953810627,18.2,28.866666666666667,58.6,19235,3420,664.8421052631579,2.1755865716102685,2.761321417813034,0.7112494561033572,0.4602202363021722,1.1714696924055297,0.5438966429025671,0.5438966429025671,3.179703450815008,0.6694112528031596,1.2133078957057266,12.088511599266935,2.1352531080575665,68.57467151155917,Centre-Back
1250,Júnior Moraes,ua UKR,FW,Corinthians,Brasileirão,34,1987,9,5,402,0,0.0,6,2,33.3,1.34,0.45,0.0,0.0,0,0,0,0.5,0.5,0.08,-0.5,-0.5,56,73,76.7,621,114,33,37,89.2,14,17,82.4,0,3,0.0,0,0.2,0.1,-0.2,2,4,0,0,7,68,5,0,0,0,2,0,0,0,0,0,56,0,1,6,1.34,5,0,0,1,0,0,1,0.22,5,4,1,2,2,1,4,25.0,3,4,1,3,2,7,0,0,122,0,6,60,58,14,122,7,2,28.6,5,71.4,65,286,1,0,0,10,5,0,0,0,0,10,6,40.0,14.5,0.0,0.0,1.343283582089552,0.4477611940298507,7.455223880597014,0.3,0.1007462686567164,0.0,0.0,0.0,0.0,0.0,0.1119402985074626,0.1119402985074626,0.017910447761194,-0.1119402985074626,-0.1119402985074626,12.53731343283582,16.34328358208955,17.171641791044777,139.02985074626866,25.52238805970149,7.388059701492537,8.283582089552239,19.970149253731343,3.134328358208955,3.805970149253731,18.44776119402985,0.0,0.6716417910447761,0.0,0.0,0.044776119402985,0.0223880597014925,-0.044776119402985,0.4477611940298507,0.8955223880597015,0.0,0.0,1.5671641791044777,15.223880597014926,1.1194029850746268,0.0,0.0,0.0,0.4477611940298507,0.0,0.0,0.0,0.0,0.0,12.53731343283582,0.0,0.2238805970149253,1.343283582089552,0.3,1.1194029850746268,0.0,0.0,0.2238805970149253,0.0,0.0,0.2238805970149253,0.0492537313432835,1.1194029850746268,0.8955223880597015,0.2238805970149253,0.4477611940298507,0.4477611940298507,0.2238805970149253,0.8955223880597015,5.597014925373134,0.6716417910447761,0.8955223880597015,0.2238805970149253,0.6716417910447761,0.4477611940298507,1.5671641791044777,0.0,0.0,27.31343283582089,0.0,1.343283582089552,13.43283582089552,12.985074626865671,3.134328358208955,27.31343283582089,1.5671641791044777,0.4477611940298507,6.402985074626866,1.1194029850746268,15.985074626865671,14.552238805970148,64.02985074626865,0.2238805970149253,0.0,0.0,2.238805970149253,1.1194029850746268,0.0,0.0,0.0,0.0,2.238805970149253,1.343283582089552,8.955223880597014,14.5,4.466666666666667,54.7,21271,3420,647.2105263157895,1.7297617870910351,0.0,0.2471088267272906,0.7413264801818721,0.4942176534545814,0.2471088267272906,0.2471088267272906,1.482652960363744,0.7413264801818721,0.9884353069091628,4.2201774732097,1.6798149256538053,24.96657480422385,
1251,Júnior Santos,br BRA,"FW,MF",Botafogo (RJ),Brasileirão,27,1994,15,14,1071,2,0.08,25,7,28.0,2.1,0.59,0.04,0.14,0,0,0,1.9,1.9,0.07,-0.9,-0.9,208,292,71.2,2974,784,128,161,79.5,47,66,71.2,17,26,65.4,1,1.0,0.6,0.0,12,22,6,4,20,286,4,0,0,1,15,1,0,0,0,0,208,2,13,22,1.85,18,0,2,1,1,0,2,0.17,16,13,11,4,1,6,16,37.5,10,16,0,16,2,18,13,0,449,16,65,203,191,43,449,39,17,43.6,18,46.2,287,2262,1,0,0,20,12,4,0,1,0,49,19,54.3,16.4,0.1680672268907563,0.0067226890756302,2.100840336134454,0.5882352941176471,2.3529411764705883,0.1764705882352941,0.0495798319327731,0.0033613445378151,0.0117647058823529,0.0,0.0,0.0,0.1596638655462184,0.1596638655462184,0.0058823529411764,-0.0756302521008403,-0.0756302521008403,17.478991596638654,24.53781512605042,5.983193277310924,249.9159663865546,65.88235294117646,10.756302521008402,13.529411764705882,6.680672268907562,3.949579831932773,5.546218487394958,5.983193277310924,1.4285714285714286,2.184873949579832,5.495798319327731,0.0840336134453781,0.0840336134453781,0.0504201680672268,0.0,1.0084033613445378,1.8487394957983192,0.5042016806722689,0.3361344537815126,1.680672268907563,24.03361344537815,0.3361344537815126,0.0,0.0,0.0840336134453781,1.2605042016806722,0.0840336134453781,0.0,0.0,0.0,0.0,17.478991596638654,0.1680672268907563,1.092436974789916,1.8487394957983192,0.1554621848739495,1.512605042016807,0.0,0.1680672268907563,0.0840336134453781,0.0840336134453781,0.0,0.1680672268907563,0.0142857142857142,1.3445378151260503,1.092436974789916,0.9243697478991596,0.3361344537815126,0.0840336134453781,0.5042016806722689,1.3445378151260503,3.1512605042016806,0.8403361344537815,1.3445378151260503,0.0,1.3445378151260503,0.1680672268907563,1.512605042016807,1.092436974789916,0.0,37.73109243697479,1.3445378151260503,5.46218487394958,17.058823529411764,16.050420168067227,3.613445378151261,37.73109243697479,3.277310924369748,1.4285714285714286,3.6638655462184873,1.512605042016807,3.882352941176471,24.11764705882353,190.08403361344537,0.0840336134453781,0.0,0.0,1.680672268907563,1.0084033613445378,0.3361344537815126,0.0,0.0840336134453781,0.0,4.117647058823529,1.5966386554621848,4.563025210084033,16.4,11.9,48.7,21811,3420,557.6052631578947,1.4742739200943538,1.0647533867348111,0.0,1.3104657067505363,0.163808213343817,0.4914246400314512,0.4914246400314512,1.556178026766262,0.8190410667190853,1.3104657067505363,6.766631330431084,1.581192744852744,38.73828792297206,
