pid,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,PrgP,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CK,InSwingCK,OutSwingCK,StrCK,Cmp,PassesToOff,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,TO,SCASh,SCAFld,SCADef,GCA,GCA90,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,AerialLoss,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,Tkld,Tkld%,Carries,TotDist,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialWin%,AVGShotDistance,G+APer90,GoalsPer90,ShotsPer90,SoTPer90,SoT%Per90,Sh/90Per90,SoT/90Per90,G/ShPer90,G/SoTPer90,FKShotsPer90,PKPer90,PKsAttPer90,xGPer90,npxGPer90,npxG/ShPer90,G-xGPer90,npG-xGPer90,PassesCompletedPer90,PassesAttemptedPer90,TotCmp%Per90,TotalPassDistPer90,ProgPassDistPer90,ShortPassCmpPer90,ShortPassAttPer90,ShortPassCmp%Per90,MedPassCmpPer90,MedPassAttPer90,MedPassCmp%Per90,LongPassCmpPer90,LongPassAttPer90,LongPassCmp%Per90,AssistsPer90,xAGPer90,xAPer90,A-xAGPer90,KeyPassesPer90,Final1/3CmpPer90,PenAreaCmpPer90,CrsPenAreaCmpPer90,PrgPPer90,LivePassPer90,DeadPassPer90,FKPassesPer90,ThruBallsPer90,SwitchesPer90,CrsPer90,ThrowInPer90,CKPer90,InSwingCKPer90,OutSwingCKPer90,StrCKPer90,CmpPer90,PassesToOffPer90,PassesBlockedPer90,SCAPer90,SCA90Per90,SCAPassLivePer90,SCAPassDeadPer90,TOPer90,SCAShPer90,SCAFldPer90,SCADefPer90,GCAPer90,GCA90Per90,TklPer90,TklWinPossPer90,Def3rdTklPer90,Mid3rdTklPer90,Att3rdTklPer90,DrbTklPer90,DrbPastAttPer90,DrbTkl%Per90,AerialLossPer90,BlocksPer90,ShBlocksPer90,PassBlocksPer90,IntPer90,Tkl+IntPer90,ClrPer90,ErrPer90,TouchesPer90,DefPenTouchPer90,Def3rdTouchPer90,Mid3rdTouchPer90,Att3rdTouchPer90,AttPenTouchPer90,LiveTouchPer90,AttDrbPer90,SuccDrbPer90,DrbSucc%Per90,TkldPer90,Tkld%Per90,CarriesPer90,TotDistPer90,YellowsPer90,RedsPer90,Yellow2Per90,FlsPer90,FldPer90,OffPer90,PKwonPer90,PKconPer90,OGPer90,RecovPer90,AerialWinsPer90,AerialWin%Per90,AVGShotDistancePer90,90sPer90,AvgTeamPoss,OppTouches,TeamMins,TeamTouches90,pAdjTkl+IntPer90,pAdjClrPer90,pAdjShBlocksPer90,pAdjPassBlocksPer90,pAdjIntPer90,pAdjDrbTklPer90,pAdjTklWinPossPer90,pAdjAerialWinsPer90,pAdjAerialLossPer90,pAdjDrbPastAttPer90,TouchCentrality,Tkl+IntOppTouch,pAdjTouchesPer90,Main Position
630,José Cifuentes,ec ECU,MF,Los Angeles FC,MLS,23,1999,1,1,90,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,33,44,75.0,468,245,21,24,87.5,10,15,66.7,2,2,100.0,0,0.0,0.1,0.0,1,7,2,0,7,42,2,1,0,0,2,1,0,0,0,0,33,0,0,4,4.0,3,0,0,0,1,0,0,0.0,5,3,0,2,3,2,5,40.0,3,0,0,0,0,5,2,0,53,2,8,33,17,1,53,1,0,0.0,1,100.0,30,166,0,0,0,3,1,0,0,0,0,11,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,44.0,75.0,468.0,245.0,21.0,24.0,87.5,10.0,15.0,66.7,2.0,2.0,100.0,0.0,0.0,0.1,0.0,1.0,7.0,2.0,0.0,7.0,42.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,3.0,2.0,5.0,40.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,53.0,2.0,8.0,33.0,17.0,1.0,53.0,1.0,0.0,0.0,1.0,100.0,30.0,166.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,100.0,0.0,1.0,46.0,635,90,569.0,4.62962962962963,1.851851851851852,0.0,0.0,0.0,1.851851851851852,1.851851851851852,0.9259259259259258,2.7777777777777777,4.62962962962963,9.314586994727591,4.724409448818897,57.60869565217392,
631,José Martínez,es ESP,DF,FC Dallas,MLS,30,1993,2,2,180,0,0.0,2,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.2,0.2,0.1,-0.2,-0.2,125,145,86.2,2661,1074,33,33,100.0,76,80,95.0,16,29,55.2,0,0.0,0.0,0.0,0,6,0,0,4,141,4,1,1,1,1,1,0,0,0,0,125,0,1,0,0.0,0,0,0,0,0,0,0,0.0,3,0,2,1,0,1,1,100.0,0,3,1,2,1,4,9,0,167,17,100,64,3,2,167,1,1,100.0,0,0.0,103,391,0,0,0,1,0,0,0,0,0,11,3,60.0,8.8,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,62.5,72.5,43.1,1330.5,537.0,16.5,16.5,50.0,38.0,40.0,47.5,8.0,14.5,27.6,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,70.5,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,62.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,0.5,0.0,0.5,0.5,50.0,0.0,1.5,0.5,1.0,0.5,2.0,4.5,0.0,83.5,8.5,50.0,32.0,1.5,1.0,83.5,0.5,0.5,50.0,0.0,0.0,51.5,195.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,5.5,1.5,30.0,8.8,2.0,53.5,1197,180,654.0,2.1505376344086025,4.838709677419355,0.5376344086021506,1.0752688172043012,0.5376344086021506,0.5376344086021506,0.5376344086021506,1.6129032258064515,0.0,0.5376344086021506,12.767584097859327,2.0050125313283207,78.03738317757009,
632,José Mulato,co COL,FW,FC Dallas,MLS,20,2003,1,0,9,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,4,25.0,9,0,1,3,33.3,0,1,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,6,0,0,2,4,0,6,1,1,100.0,0,0.0,4,8,0,0,0,0,0,0,0,0,0,1,2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,250.0,90.0,0.0,10.0,30.0,332.99999999999994,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,20.0,40.0,0.0,60.0,10.0,10.0,1000.0,0.0,0.0,40.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,1000.0,0.0,0.1,53.5,1197,180,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.50537634408602,0.0,0.0,9.174311926605505,0.0,56.07476635514018,
633,João Paulo Mior,br BRA,MF,Seattle,MLS,31,1991,2,2,169,0,0.0,1,0,0.0,0.53,0.0,0.0,0.0,0,0,0,0.3,0.3,0.28,-0.3,-0.3,119,142,83.8,2123,614,44,50,88.0,52,55,94.5,15,25,60.0,0,0.2,0.4,-0.2,3,15,1,1,13,133,8,4,0,1,6,1,3,0,2,0,119,1,1,5,2.66,5,0,0,0,0,0,0,0.0,6,3,4,2,0,5,12,41.7,7,1,1,0,4,10,4,0,165,7,34,109,25,4,165,3,2,66.7,1,33.3,91,511,0,0,0,4,4,0,0,0,0,20,2,40.0,11.0,0.0,0.0,0.5325443786982249,0.0,0.0,0.2822485207100592,0.0,0.0,0.0,0.0,0.0,0.0,0.1597633136094674,0.1597633136094674,0.1491124260355029,-0.1597633136094674,-0.1597633136094674,63.37278106508876,75.62130177514793,44.62721893491124,1130.5917159763314,326.9822485207101,23.43195266272189,26.627218934911244,46.86390532544379,27.692307692307693,29.28994082840237,50.32544378698225,7.988165680473373,13.313609467455622,31.952662721893493,0.0,0.1065088757396449,0.2130177514792899,-0.1065088757396449,1.5976331360946745,7.988165680473373,0.5325443786982249,0.5325443786982249,6.923076923076923,70.82840236686391,4.260355029585799,2.1301775147929,0.0,0.5325443786982249,3.195266272189349,0.5325443786982249,1.5976331360946745,0.0,1.0650887573964498,0.0,63.37278106508876,0.5325443786982249,0.5325443786982249,2.662721893491124,1.416568047337278,2.662721893491124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.195266272189349,1.5976331360946745,2.1301775147929,1.0650887573964498,0.0,2.662721893491124,6.390532544378698,22.20710059171597,3.727810650887574,0.5325443786982249,0.5325443786982249,0.0,2.1301775147929,5.325443786982248,2.1301775147929,0.0,87.8698224852071,3.727810650887574,18.10650887573965,58.04733727810651,13.313609467455622,2.1301775147929,87.8698224852071,1.5976331360946745,1.0650887573964498,35.5207100591716,0.5325443786982249,17.733727810650887,48.46153846153846,272.1301775147929,0.0,0.0,0.0,2.1301775147929,2.1301775147929,0.0,0.0,0.0,0.0,10.650887573964496,1.0650887573964498,21.301775147929,11.0,1.877777777777777,55.5,1136,180,674.0,5.983644704474436,2.393457881789776,0.5983644704474437,0.0,2.393457881789776,2.991822352237218,2.991822352237218,1.1967289408948871,4.188551293132106,7.1803736453693245,13.0370656506242,5.625468789065756,79.16200223892531,
634,Juan José Sánchez,co COL,DF,Atlanta Utd,MLS,25,1998,2,2,169,0,0.0,3,1,33.3,1.6,0.53,0.0,0.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,116,124,93.5,2314,994,35,36,97.2,68,72,94.4,12,15,80.0,0,0.0,0.0,0.0,1,4,0,0,5,121,3,3,0,0,0,0,0,0,0,0,116,0,0,1,0.53,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,2,0,2,2,3,0,137,14,60,70,7,4,137,0,0,0.0,0,0.0,103,431,0,0,0,4,1,1,0,0,0,4,2,50.0,11.7,0.0,0.0,1.5976331360946745,0.5325443786982249,17.733727810650887,0.8520710059171598,0.2822485207100592,0.0,0.0,0.0,0.0,0.0,0.1065088757396449,0.1065088757396449,0.0319526627218934,-0.1065088757396449,-0.1065088757396449,61.77514792899408,66.03550295857988,49.79289940828402,1232.3076923076924,529.3491124260355,18.63905325443787,19.17159763313609,51.76331360946746,36.21301775147929,38.34319526627219,50.27218934911243,6.390532544378698,7.988165680473373,42.60355029585799,0.0,0.0,0.0,0.0,0.5325443786982249,2.1301775147929,0.0,0.0,2.662721893491124,64.43786982248521,1.5976331360946745,1.5976331360946745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.77514792899408,0.0,0.0,0.5325443786982249,0.2822485207100592,0.5325443786982249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0650887573964498,1.0650887573964498,0.0,1.0650887573964498,1.0650887573964498,1.5976331360946745,0.0,72.9585798816568,7.455621301775148,31.952662721893493,37.27810650887574,3.727810650887574,2.1301775147929,72.9585798816568,0.0,0.0,0.0,0.0,0.0,54.85207100591716,229.5266272189349,0.0,0.0,0.0,2.1301775147929,0.5325443786982249,0.5325443786982249,0.0,0.0,0.0,2.1301775147929,1.0650887573964498,26.627218934911244,11.7,1.877777777777777,63.5,950,180,718.0,1.4590256950636298,2.1885385425954444,1.4590256950636298,0.0,1.4590256950636298,0.0,0.0,1.4590256950636298,0.0,0.0,10.161362100509304,1.3453752725007786,57.44770069421795,
635,Juan Mosquera,co COL,DF,Portland Timbers,MLS,20,2002,2,2,179,2,0.5,2,1,50.0,1.01,0.5,0.5,1.0,0,0,0,0.2,0.2,0.09,0.8,0.8,82,107,76.6,1226,517,49,55,89.1,23,31,74.2,5,10,50.0,1,0.3,0.1,0.7,1,4,2,1,7,85,22,1,0,3,4,21,0,0,0,0,82,0,4,4,2.01,2,0,0,1,0,1,2,1.01,9,5,9,0,0,1,3,33.3,2,0,0,0,2,11,4,0,134,4,52,49,35,2,134,4,3,75.0,1,25.0,53,274,0,0,0,2,4,0,0,0,0,14,4,57.1,12.6,1.005586592178771,0.2513966480446927,1.005586592178771,0.5027932960893855,25.13966480446928,0.5078212290502794,0.2513966480446927,0.2513966480446927,0.5027932960893855,0.0,0.0,0.0,0.1005586592178771,0.1005586592178771,0.0452513966480446,0.4022346368715084,0.4022346368715084,41.229050279329606,53.79888268156424,38.513966480446925,616.4245810055866,259.9441340782123,24.636871508379887,27.6536312849162,44.79888268156424,11.564245810055866,15.58659217877095,37.3072625698324,2.5139664804469275,5.027932960893855,25.13966480446928,0.5027932960893855,0.1508379888268156,0.0502793296089385,0.3519553072625698,0.5027932960893855,2.011173184357542,1.005586592178771,0.5027932960893855,3.519553072625698,42.737430167597765,11.06145251396648,0.5027932960893855,0.0,1.5083798882681565,2.011173184357542,10.558659217877096,0.0,0.0,0.0,0.0,41.229050279329606,0.0,2.011173184357542,2.011173184357542,1.0106145251396648,1.005586592178771,0.0,0.0,0.5027932960893855,0.0,0.5027932960893855,1.005586592178771,0.5078212290502794,4.5251396648044695,2.5139664804469275,4.5251396648044695,0.0,0.0,0.5027932960893855,1.5083798882681565,16.743016759776534,1.005586592178771,0.0,0.0,0.0,1.005586592178771,5.5307262569832405,2.011173184357542,0.0,67.37430167597765,2.011173184357542,26.14525139664804,24.636871508379887,17.59776536312849,1.005586592178771,67.37430167597765,2.011173184357542,1.5083798882681565,37.70949720670391,0.5027932960893855,12.569832402234637,26.64804469273743,137.76536312849163,0.0,0.0,0.0,1.005586592178771,2.011173184357542,0.0,0.0,0.0,0.0,7.039106145251396,2.011173184357542,28.70949720670391,12.6,1.988888888888889,48.5,1233,180,592.0,5.369637142702175,1.952595324618973,0.0,0.0,0.9762976623094864,0.4881488311547431,0.4881488311547431,1.952595324618973,0.9762976623094864,1.4644464934642296,11.380794202023251,5.38270195326836,69.45804296492541,
636,Julian Gressel,us USA,MF,Vancouver,MLS,29,1993,2,2,139,2,0.0,2,0,0.0,1.29,0.0,0.0,0.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,58,72,80.6,1096,471,24,24,100.0,23,27,85.2,10,15,66.7,2,0.6,0.5,1.4,4,6,5,0,11,68,4,1,0,1,5,1,2,2,0,0,58,0,3,7,4.5,6,1,0,0,0,0,2,1.29,3,1,2,1,0,2,5,40.0,3,0,0,0,0,3,4,0,85,5,18,44,23,2,85,0,0,0.0,0,0.0,35,154,0,0,0,1,0,0,0,0,0,13,1,100.0,27.7,1.2949640287769784,0.0,1.2949640287769784,0.0,0.0,0.8352517985611511,0.0,0.0,0.0,0.0,0.0,0.0,0.0647482014388489,0.0647482014388489,0.0194244604316546,-0.0647482014388489,-0.0647482014388489,37.55395683453237,46.618705035971225,52.187050359712224,709.6402877697841,304.9640287769784,15.53956834532374,15.53956834532374,64.74820143884892,14.892086330935252,17.48201438848921,55.16546762589928,6.474820143884892,9.712230215827338,43.18705035971223,1.2949640287769784,0.3884892086330935,0.3237410071942446,0.9064748201438848,2.5899280575539567,3.884892086330935,3.237410071942446,0.0,7.122302158273381,44.02877697841726,2.5899280575539567,0.6474820143884892,0.0,0.6474820143884892,3.237410071942446,0.6474820143884892,1.2949640287769784,1.2949640287769784,0.0,0.0,37.55395683453237,0.0,1.9424460431654675,4.532374100719425,2.913669064748201,3.884892086330935,0.6474820143884892,0.0,0.0,0.0,0.0,1.2949640287769784,0.8352517985611511,1.9424460431654675,0.6474820143884892,1.2949640287769784,0.6474820143884892,0.0,1.2949640287769784,3.237410071942446,25.899280575539567,1.9424460431654675,0.0,0.0,0.0,0.0,1.9424460431654675,2.5899280575539567,0.0,55.03597122302158,3.237410071942446,11.654676258992806,28.48920863309353,14.892086330935252,1.2949640287769784,55.03597122302158,0.0,0.0,0.0,0.0,0.0,22.66187050359712,99.71223021582732,0.0,0.0,0.0,0.6474820143884892,0.0,0.0,0.0,0.0,0.0,8.417266187050359,0.6474820143884892,64.74820143884892,27.7,1.5444444444444445,47.5,1339,180,607.5,1.8499486125385407,2.466598150051387,0.0,0.0,0.0,1.2332990750256936,1.2332990750256936,0.6166495375128468,1.8499486125385407,3.083247687564234,9.059419131361578,1.7408030259884697,57.93260128739114,
637,Julio Cascante,cr CRC,DF,Austin,MLS,29,1993,1,1,10,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,6,83.3,81,35,3,3,100.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,8,0,5,3,0,0,8,0,0,0.0,0,0.0,6,36,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,54.0,749.7,729.0,315.0,27.0,27.0,900.0,9.0,18.0,450.0,9.0,9.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,72.0,0.0,45.0,27.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,54.0,324.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,57.0,1007,180,646.0,0.0,10.465116279069768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.145510835913312,0.0,63.1578947368421,
638,Julián Carranza,ar ARG,FW,Philadelphia,MLS,22,2000,2,2,179,2,1.01,8,4,50.0,4.02,2.01,0.25,0.5,0,0,0,1.6,1.6,0.2,0.4,0.4,32,45,71.1,466,62,19,27,70.4,8,12,66.7,2,2,100.0,0,0.2,0.2,-0.2,1,1,2,0,4,40,5,0,0,0,0,0,0,0,0,0,32,0,2,4,2.01,3,0,0,1,0,0,0,0.0,3,1,0,2,1,0,0,0.0,0,4,2,2,1,4,2,0,77,1,7,29,41,13,77,2,0,0.0,2,100.0,33,131,0,0,0,6,2,3,0,0,0,7,3,50.0,13.4,1.005586592178771,0.5078212290502794,4.022346368715084,2.011173184357542,25.13966480446928,2.021229050279329,1.0106145251396648,0.1256983240223463,0.2513966480446927,0.0,0.0,0.0,0.8044692737430168,0.8044692737430168,0.1005586592178771,0.2011173184357542,0.2011173184357542,16.089385474860336,22.625698324022345,35.7486033519553,234.3016759776536,31.1731843575419,9.553072625698324,13.575418994413408,35.39664804469274,4.022346368715084,6.033519553072626,33.53631284916201,1.005586592178771,1.005586592178771,50.27932960893855,0.0,0.1005586592178771,0.1005586592178771,-0.1005586592178771,0.5027932960893855,0.5027932960893855,1.005586592178771,0.0,2.011173184357542,20.11173184357542,2.5139664804469275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.089385474860336,0.0,1.005586592178771,2.011173184357542,1.0106145251396648,1.5083798882681565,0.0,0.0,0.5027932960893855,0.0,0.0,0.0,0.0,1.5083798882681565,0.5027932960893855,0.0,1.005586592178771,0.5027932960893855,0.0,0.0,0.0,0.0,2.011173184357542,1.005586592178771,1.005586592178771,0.5027932960893855,2.011173184357542,1.005586592178771,0.0,38.71508379888268,0.5027932960893855,3.519553072625698,14.58100558659218,20.614525139664803,6.536312849162011,38.71508379888268,1.005586592178771,0.0,0.0,1.005586592178771,50.27932960893855,16.59217877094972,65.8659217877095,0.0,0.0,0.0,3.016759776536313,1.005586592178771,1.5083798882681565,0.0,0.0,0.0,3.519553072625698,1.5083798882681565,25.13966480446928,13.4,1.988888888888889,46.5,1115,180,497.5,1.8796011068762075,0.9398005534381036,0.9398005534381036,0.9398005534381036,0.4699002767190518,0.0,0.0,1.4097008301571556,0.0,0.0,7.781926391735213,2.1644913194879374,41.62912236438998,
639,Junior Moreno,ve VEN,MF,FC Cincinnati,MLS,29,1993,2,2,157,0,0.0,1,0,0.0,0.57,0.0,0.0,0.0,0,0,0,0.0,0.0,0.02,0.0,0.0,75,85,88.2,1199,357,37,38,97.4,30,31,96.8,4,8,50.0,0,0.1,0.0,-0.1,1,10,0,0,8,83,1,1,0,0,0,0,0,0,0,0,75,1,2,5,2.87,5,0,0,0,0,0,0,0.0,2,2,0,0,2,2,5,40.0,3,2,2,0,1,3,1,0,99,1,17,66,16,0,99,4,3,75.0,1,25.0,56,188,0,0,0,1,3,0,0,0,0,11,1,100.0,32.4,0.0,0.0,0.5732484076433121,0.0,0.0,0.3267515923566879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114649681528662,0.0,0.0,42.99363057324841,48.72611464968153,50.560509554140125,687.3248407643312,204.64968152866243,21.21019108280255,21.78343949044586,55.8343949044586,17.197452229299362,17.770700636942674,55.49044585987261,2.2929936305732483,4.585987261146497,28.662420382165603,0.0,0.0573248407643312,0.0,-0.0573248407643312,0.5732484076433121,5.732484076433121,0.0,0.0,4.585987261146497,47.5796178343949,0.5732484076433121,0.5732484076433121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.99363057324841,0.5732484076433121,1.1464968152866242,2.8662420382165603,1.6452229299363057,2.8662420382165603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1464968152866242,1.1464968152866242,0.0,0.0,1.1464968152866242,1.1464968152866242,2.8662420382165603,22.929936305732483,1.7197452229299364,1.1464968152866242,1.1464968152866242,0.0,0.5732484076433121,1.7197452229299364,0.5732484076433121,0.0,56.75159235668789,0.5732484076433121,9.745222929936306,37.8343949044586,9.171974522292992,0.0,56.75159235668789,2.2929936305732483,1.7197452229299364,42.99363057324841,0.5732484076433121,14.331210191082802,32.101910828025474,107.77070063694268,0.0,0.0,0.0,0.5732484076433121,1.7197452229299364,0.0,0.0,0.0,0.0,6.305732484076433,0.5732484076433121,57.324840764331206,32.4,1.7444444444444445,47.5,1289,180,620.5,1.637852593266606,0.545950864422202,1.091901728844404,0.0,0.545950864422202,1.091901728844404,1.091901728844404,0.545950864422202,1.637852593266606,2.72975432211101,9.14610674563866,1.601004086513517,59.73851827019777,
640,Justen Glad,us USA,DF,Real Salt Lake,MLS,26,1997,2,2,180,1,0.5,2,1,50.0,1.0,0.5,0.5,1.0,0,0,0,0.9,0.9,0.43,0.1,0.1,96,115,83.5,1858,764,36,38,94.7,48,50,96.0,10,24,41.7,0,0.0,0.0,0.0,0,6,0,0,4,108,7,6,0,2,0,1,0,0,0,0,96,0,1,1,0.5,1,0,0,0,0,0,0,0.0,1,1,1,0,0,1,1,100.0,0,8,7,1,3,4,9,0,140,19,81,55,4,2,140,1,0,0.0,1,100.0,79,452,0,0,0,2,1,0,0,0,0,8,3,60.0,6.7,0.5,0.25,1.0,0.5,25.0,0.5,0.25,0.25,0.5,0.0,0.0,0.0,0.45,0.45,0.215,0.05,0.05,48.0,57.5,41.75,929.0,382.0,18.0,19.0,47.35,24.0,25.0,48.0,5.0,12.0,20.85,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,54.0,3.5,3.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,48.0,0.0,0.5,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,50.0,0.0,4.0,3.5,0.5,1.5,2.0,4.5,0.0,70.0,9.5,40.5,27.5,2.0,1.0,70.0,0.5,0.0,0.0,0.5,50.0,39.5,226.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,4.0,1.5,30.0,6.7,2.0,42.5,1414,180,560.0,1.7391304347826086,3.91304347826087,3.0434782608695654,0.4347826086956521,1.3043478260869563,0.4347826086956521,0.4347826086956521,1.3043478260869563,0.0,0.4347826086956521,12.5,1.6973125884016973,82.35294117647058,
